,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,bans,gameId,ban1,ban2,ban3,ban4,ban5
0,100,Fail,True,True,False,False,False,True,3,0,0,0,0,1,0,"[{'championId': 44, 'pickTurn': 1}, {'championId': 62, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 30, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4460456875,44,62,76,30,350
1,200,Win,False,False,True,False,True,False,5,1,0,4,0,0,0,"[{'championId': 30, 'pickTurn': 6}, {'championId': 875, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4460456875,30,875,81,7,523
0,100,Win,False,True,True,False,False,True,7,1,0,0,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 80, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 350, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",4460199971,-1,80,-1,350,30
1,200,Fail,True,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 44, 'pickTurn': 8}, {'championId': 412, 'pickTurn': 9}, {'championId': 126, 'pickTurn': 10}]",4460199971,81,350,44,412,126
0,100,Win,True,False,True,True,True,False,9,2,1,4,0,1,0,"[{'championId': 39, 'pickTurn': 1}, {'championId': 157, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 421, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4459043644,39,157,245,421,81
1,200,Fail,False,True,False,False,False,True,2,0,0,1,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 105, 'pickTurn': 8}, {'championId': 164, 'pickTurn': 9}, {'championId': 60, 'pickTurn': 10}]",4459043644,245,-1,105,164,60
0,100,Win,True,True,True,True,False,True,7,1,1,2,0,2,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 82, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 105, 'pickTurn': 4}, {'championId': 44, 'pickTurn': 5}]",4458934271,350,82,81,105,44
1,200,Fail,False,False,False,False,True,False,6,0,0,2,0,0,0,"[{'championId': 78, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 43, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4458934271,78,350,43,104,142
0,100,Win,True,True,False,False,True,True,5,0,0,3,0,1,0,"[{'championId': 126, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 7, 'pickTurn': 5}]",4462251280,126,523,110,104,7
1,200,Fail,False,False,False,False,False,False,3,0,0,0,0,1,0,"[{'championId': 62, 'pickTurn': 6}, {'championId': 81, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4462251280,62,81,350,76,-1
0,100,Fail,False,False,False,False,False,True,3,0,0,0,0,1,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 133, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 421, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4460376766,81,133,76,421,110
1,200,Win,True,True,True,False,True,False,7,2,0,2,0,1,0,"[{'championId': 134, 'pickTurn': 6}, {'championId': 350, 'pickTurn': 7}, {'championId': 555, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4460376766,134,350,555,104,110
0,100,Fail,False,False,False,False,False,False,2,0,0,1,0,0,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 421, 'pickTurn': 3}, {'championId': 432, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4458231047,-1,142,421,432,60
1,200,Win,True,True,True,True,True,True,10,2,1,2,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 110, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",4458231047,245,76,110,-1,7
0,100,Win,True,True,False,False,False,True,3,0,0,1,0,1,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': 56, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 80, 'pickTurn': 4}, {'championId': 7, 'pickTurn': 5}]",4458178954,62,56,81,80,7
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 432, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 80, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4458178954,110,432,-1,80,104
0,100,Win,True,True,False,False,False,True,3,0,0,0,0,1,0,"[{'championId': 122, 'pickTurn': 1}, {'championId': 80, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4458167281,122,80,350,104,110
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 78, 'pickTurn': 6}, {'championId': 119, 'pickTurn': 7}, {'championId': 43, 'pickTurn': 8}, {'championId': 9, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4458167281,78,119,43,9,350
0,100,Fail,False,True,False,False,False,True,1,0,0,0,0,2,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': 24, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4458075642,110,24,62,523,134
1,200,Win,True,False,False,True,True,False,6,0,1,3,0,0,0,"[{'championId': 120, 'pickTurn': 6}, {'championId': 875, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 429, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4458075642,120,875,76,429,58
0,100,Fail,False,False,False,False,False,False,2,0,0,2,0,0,0,"[{'championId': 555, 'pickTurn': 1}, {'championId': 126, 'pickTurn': 2}, {'championId': 429, 'pickTurn': 3}, {'championId': 105, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4462358657,555,126,429,105,104
1,200,Win,True,True,False,True,True,True,3,0,1,1,0,2,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 429, 'pickTurn': 7}, {'championId': 432, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4462358657,81,429,432,4,104
0,100,Fail,False,False,False,False,False,False,2,0,0,0,0,0,0,"[{'championId': 238, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 126, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4462264263,238,245,126,76,110
1,200,Win,True,True,True,True,True,True,8,1,1,4,0,2,0,"[{'championId': 134, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 421, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 412, 'pickTurn': 10}]",4462264263,134,-1,421,350,412
0,100,Win,True,False,True,True,False,True,8,2,1,3,0,2,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 126, 'pickTurn': 2}, {'championId': 40, 'pickTurn': 3}, {'championId': 60, 'pickTurn': 4}, {'championId': 142, 'pickTurn': 5}]",4462143254,81,126,40,60,142
1,200,Fail,False,True,False,False,True,False,5,0,0,2,0,0,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': 142, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 421, 'pickTurn': 10}]",4462143254,350,412,142,81,421
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 110, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4458029002,110,-1,76,-1,523
1,200,Win,True,True,False,False,True,True,3,0,0,1,0,2,0,"[{'championId': 429, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 350, 'pickTurn': 9}, {'championId': 7, 'pickTurn': 10}]",4458029002,429,76,81,350,7
0,100,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 142, 'pickTurn': 2}, {'championId': 33, 'pickTurn': 3}, {'championId': 133, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4458055696,76,142,33,133,104
1,200,Win,True,True,False,False,False,True,4,0,0,0,0,1,0,"[{'championId': 9, 'pickTurn': 6}, {'championId': 497, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4458055696,9,497,81,-1,-1
0,100,Win,True,False,False,True,False,True,3,0,1,2,0,2,0,"[{'championId': 555, 'pickTurn': 1}, {'championId': 432, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 58, 'pickTurn': 5}]",4460317439,555,432,-1,-1,58
1,200,Fail,False,True,False,False,True,False,2,0,0,2,0,0,0,"[{'championId': 238, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4460317439,238,60,76,110,245
0,100,Win,True,True,True,False,True,True,5,1,0,2,0,2,0,"[{'championId': 429, 'pickTurn': 1}, {'championId': 4, 'pickTurn': 2}, {'championId': 432, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4460350119,429,4,432,58,104
1,200,Fail,False,False,False,False,False,False,1,0,0,1,0,0,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 126, 'pickTurn': 7}, {'championId': 60, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4460350119,-1,126,60,523,350
0,100,Win,True,True,True,False,False,True,7,1,0,1,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 142, 'pickTurn': 3}, {'championId': 523, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4460403577,350,245,142,523,81
1,200,Fail,False,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 412, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': -1, 'pickTurn': 10}]",4460403577,110,80,412,60,-1
0,100,Win,True,True,True,True,False,True,9,1,1,2,0,2,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 104, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 24, 'pickTurn': 4}, {'championId': 429, 'pickTurn': 5}]",4459904881,350,104,523,24,429
1,200,Fail,False,False,False,False,True,False,2,0,0,2,0,0,0,"[{'championId': 80, 'pickTurn': 6}, {'championId': 84, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 58, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4459904881,80,84,81,58,110
0,100,Win,True,False,False,True,False,False,2,0,1,2,0,1,0,"[{'championId': 76, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 62, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 246, 'pickTurn': 5}]",4461102053,76,350,62,81,246
1,200,Fail,False,True,False,False,True,True,3,0,0,1,0,1,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 245, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4461102053,-1,-1,245,60,523
0,100,Win,False,True,True,False,True,False,7,1,0,3,0,1,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 432, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4460656902,81,110,523,432,-1
1,200,Fail,True,False,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': 245, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4460656902,245,80,81,-1,104
0,100,Fail,True,False,False,False,False,True,1,0,0,2,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 7, 'pickTurn': 2}, {'championId': 245, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 23, 'pickTurn': 5}]",4461127838,350,7,245,81,23
1,200,Win,False,True,True,True,True,False,10,2,1,1,0,1,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': -1, 'pickTurn': 7}, {'championId': 429, 'pickTurn': 8}, {'championId': 142, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4461127838,104,-1,429,142,350
0,100,Win,True,True,True,True,True,True,8,1,2,4,0,1,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': 105, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 134, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4461926329,62,105,350,134,81
1,200,Fail,False,False,False,False,False,False,7,0,0,1,0,1,0,"[{'championId': 60, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 3, 'pickTurn': 10}]",4461926329,60,412,350,245,3
0,100,Win,True,True,True,True,True,True,7,1,1,1,0,2,0,"[{'championId': 62, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4461808867,62,81,104,76,350
1,200,Fail,False,False,False,False,False,False,3,0,0,3,0,0,0,"[{'championId': 412, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 30, 'pickTurn': 9}, {'championId': 117, 'pickTurn': 10}]",4461808867,412,76,350,30,117
0,100,Fail,True,True,False,False,False,True,4,0,0,0,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 421, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4461196752,-1,421,81,104,523
1,200,Win,False,False,True,True,True,False,9,2,1,3,0,1,0,"[{'championId': -1, 'pickTurn': 6}, {'championId': 24, 'pickTurn': 7}, {'championId': 3, 'pickTurn': 8}, {'championId': 76, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4461196752,-1,24,3,76,350
0,100,Fail,False,True,False,True,False,False,7,0,1,2,0,0,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 875, 'pickTurn': 4}, {'championId': 58, 'pickTurn': 5}]",4462102897,134,110,104,875,58
1,200,Win,True,False,True,False,True,False,9,2,1,1,0,0,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 126, 'pickTurn': 9}, {'championId': 134, 'pickTurn': 10}]",4462102897,81,76,62,126,134
0,100,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 875, 'pickTurn': 1}, {'championId': 245, 'pickTurn': 2}, {'championId': 86, 'pickTurn': 3}, {'championId': 24, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4461838540,875,245,86,24,60
1,200,Win,True,True,True,False,True,True,6,1,0,1,0,1,0,"[{'championId': 28, 'pickTurn': 6}, {'championId': 122, 'pickTurn': 7}, {'championId': 30, 'pickTurn': 8}, {'championId': 81, 'pickTurn': 9}, {'championId': 104, 'pickTurn': 10}]",4461838540,28,122,30,81,104
0,100,Fail,False,False,False,False,False,False,4,0,0,2,0,1,0,"[{'championId': 24, 'pickTurn': 1}, {'championId': 555, 'pickTurn': 2}, {'championId': 76, 'pickTurn': 3}, {'championId': 134, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4461137387,24,555,76,134,81
1,200,Win,True,True,True,True,True,True,9,1,2,3,0,1,0,"[{'championId': 350, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 30, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4461137387,350,80,30,60,76
0,100,Win,False,False,True,True,False,True,9,2,1,0,0,2,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 523, 'pickTurn': 3}, {'championId': 39, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4459566625,104,-1,523,39,81
1,200,Fail,True,True,False,False,True,False,3,0,0,3,0,0,0,"[{'championId': 7, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': -1, 'pickTurn': 8}, {'championId': 30, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4459566625,7,80,-1,30,76
0,100,Fail,True,False,False,False,True,True,1,0,0,3,0,1,0,"[{'championId': 81, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 104, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 134, 'pickTurn': 5}]",4458967615,81,-1,104,76,134
1,200,Win,False,True,False,True,False,False,5,0,1,1,0,0,0,"[{'championId': 80, 'pickTurn': 6}, {'championId': 421, 'pickTurn': 7}, {'championId': 122, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",4458967615,80,421,122,-1,30
0,100,Fail,True,True,False,False,False,True,2,0,0,0,0,1,0,"[{'championId': -1, 'pickTurn': 1}, {'championId': 429, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 24, 'pickTurn': 4}, {'championId': 523, 'pickTurn': 5}]",4458190250,-1,429,81,24,523
1,200,Win,False,False,True,False,True,False,9,1,0,3,0,1,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 245, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': 421, 'pickTurn': 9}, {'championId': 76, 'pickTurn': 10}]",4458190250,58,245,523,421,76
0,100,Fail,False,False,False,False,False,False,1,0,0,0,0,0,0,"[{'championId': 134, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 350, 'pickTurn': 3}, {'championId': 76, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4460637264,134,-1,350,76,60
1,200,Win,True,True,False,False,True,True,5,0,0,3,0,1,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 245, 'pickTurn': 9}, {'championId': 81, 'pickTurn': 10}]",4460637264,76,523,350,245,81
0,100,Win,True,True,True,True,True,True,9,2,1,3,0,1,0,"[{'championId': 60, 'pickTurn': 1}, {'championId': 39, 'pickTurn': 2}, {'championId': 111, 'pickTurn': 3}, {'championId': 122, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4462377377,60,39,111,122,81
1,200,Fail,False,False,False,False,False,False,3,0,0,1,0,1,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 350, 'pickTurn': 8}, {'championId': 104, 'pickTurn': 9}, {'championId': 62, 'pickTurn': 10}]",4462377377,110,80,350,104,62
0,100,Fail,False,True,False,False,True,True,6,0,0,3,0,1,0,"[{'championId': 60, 'pickTurn': 1}, {'championId': 127, 'pickTurn': 2}, {'championId': 111, 'pickTurn': 3}, {'championId': 122, 'pickTurn': 4}, {'championId': 432, 'pickTurn': 5}]",4462289310,60,127,111,122,432
1,200,Win,True,False,True,True,False,False,8,1,1,1,0,0,0,"[{'championId': 110, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 25, 'pickTurn': 8}, {'championId': 157, 'pickTurn': 9}, {'championId': 62, 'pickTurn': 10}]",4462289310,110,80,25,157,62
0,100,Win,False,True,True,False,False,True,7,2,0,2,0,2,0,"[{'championId': 38, 'pickTurn': 1}, {'championId': 110, 'pickTurn': 2}, {'championId': 58, 'pickTurn': 3}, {'championId': -1, 'pickTurn': 4}, {'championId': 81, 'pickTurn': 5}]",4459742867,38,110,58,-1,81
1,200,Fail,True,False,False,False,True,False,1,0,0,1,0,0,0,"[{'championId': 7, 'pickTurn': 6}, {'championId': 875, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 4, 'pickTurn': 9}, {'championId': 245, 'pickTurn': 10}]",4459742867,7,875,62,4,245
0,100,Win,True,True,False,False,True,True,2,0,0,1,0,1,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': 142, 'pickTurn': 3}, {'championId': 110, 'pickTurn': 4}, {'championId': 20, 'pickTurn': 5}]",4459676628,523,81,142,110,20
1,200,Fail,False,False,False,False,False,False,0,0,0,1,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 80, 'pickTurn': 7}, {'championId': 81, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4459676628,76,80,81,60,110
0,100,Fail,False,True,False,False,True,True,3,0,0,2,0,1,0,"[{'championId': 82, 'pickTurn': 1}, {'championId': 33, 'pickTurn': 2}, {'championId': 142, 'pickTurn': 3}, {'championId': 81, 'pickTurn': 4}, {'championId': 30, 'pickTurn': 5}]",4460598347,82,33,142,81,30
1,200,Win,True,False,True,True,False,False,6,1,1,2,0,1,0,"[{'championId': 104, 'pickTurn': 6}, {'championId': 126, 'pickTurn': 7}, {'championId': 523, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 30, 'pickTurn': 10}]",4460598347,104,126,523,-1,30
0,100,Win,True,True,False,False,True,True,3,0,0,1,0,1,0,"[{'championId': 104, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 245, 'pickTurn': 4}, {'championId': 39, 'pickTurn': 5}]",4460397336,104,523,81,245,39
1,200,Fail,False,False,False,False,False,False,0,0,0,0,0,0,0,"[{'championId': 58, 'pickTurn': 6}, {'championId': 412, 'pickTurn': 7}, {'championId': 76, 'pickTurn': 8}, {'championId': -1, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4460397336,58,412,76,-1,350
0,100,Fail,False,True,False,False,False,False,3,0,0,2,0,0,0,"[{'championId': 80, 'pickTurn': 1}, {'championId': 523, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 104, 'pickTurn': 4}, {'championId': 110, 'pickTurn': 5}]",4460235914,80,523,81,104,110
1,200,Win,True,False,True,True,True,True,7,1,2,3,0,2,0,"[{'championId': 81, 'pickTurn': 6}, {'championId': 76, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 60, 'pickTurn': 9}, {'championId': 84, 'pickTurn': 10}]",4460235914,81,76,62,60,84
0,100,Fail,False,False,False,False,False,False,0,0,0,1,0,0,0,"[{'championId': 55, 'pickTurn': 1}, {'championId': 58, 'pickTurn': 2}, {'championId': 122, 'pickTurn': 3}, {'championId': 89, 'pickTurn': 4}, {'championId': 104, 'pickTurn': 5}]",4459266963,55,58,122,89,104
1,200,Win,True,True,False,False,True,True,5,0,0,2,0,1,0,"[{'championId': 64, 'pickTurn': 6}, {'championId': 104, 'pickTurn': 7}, {'championId': 62, 'pickTurn': 8}, {'championId': 7, 'pickTurn': 9}, {'championId': 142, 'pickTurn': 10}]",4459266963,64,104,62,7,142
0,100,Fail,True,False,False,False,True,False,0,0,0,2,0,0,0,"[{'championId': 245, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 11, 'pickTurn': 3}, {'championId': 412, 'pickTurn': 4}, {'championId': 60, 'pickTurn': 5}]",4458718981,245,350,11,412,60
1,200,Win,False,True,True,True,False,True,7,1,1,1,0,2,0,"[{'championId': 61, 'pickTurn': 6}, {'championId': 110, 'pickTurn': 7}, {'championId': 104, 'pickTurn': 8}, {'championId': 69, 'pickTurn': 9}, {'championId': 350, 'pickTurn': 10}]",4458718981,61,110,104,69,350
0,100,Win,False,True,True,False,False,True,6,1,0,1,0,1,0,"[{'championId': 114, 'pickTurn': 1}, {'championId': 64, 'pickTurn': 2}, {'championId': 30, 'pickTurn': 3}, {'championId': 142, 'pickTurn': 4}, {'championId': 157, 'pickTurn': 5}]",4457585880,114,64,30,142,157
1,200,Fail,True,False,False,False,True,False,0,0,0,1,0,0,0,"[{'championId': 76, 'pickTurn': 6}, {'championId': 523, 'pickTurn': 7}, {'championId': 91, 'pickTurn': 8}, {'championId': 110, 'pickTurn': 9}, {'championId': 58, 'pickTurn': 10}]",4457585880,76,523,91,110,58
0,100,Fail,False,False,False,False,True,False,2,0,0,1,0,0,0,"[{'championId': 245, 'pickTurn': 1}, {'championId': 350, 'pickTurn': 2}, {'championId': 81, 'pickTurn': 3}, {'championId': 429, 'pickTurn': 4}, {'championId': 412, 'pickTurn': 5}]",4457530311,245,350,81,429,412
1,200,Win,True,True,True,False,False,True,8,1,0,1,0,2,0,"[{'championId': 91, 'pickTurn': 6}, {'championId': 4, 'pickTurn': 7}, {'championId': 246, 'pickTurn': 8}, {'championId': 523, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4457530311,91,4,246,523,110
0,100,Win,False,True,False,True,False,True,3,0,1,2,0,1,0,"[{'championId': 523, 'pickTurn': 1}, {'championId': 41, 'pickTurn': 2}, {'championId': 110, 'pickTurn': 3}, {'championId': 134, 'pickTurn': 4}, {'championId': 350, 'pickTurn': 5}]",4457227431,523,41,110,134,350
1,200,Fail,True,False,False,False,True,False,1,0,0,1,0,1,0,"[{'championId': 7, 'pickTurn': 6}, {'championId': 60, 'pickTurn': 7}, {'championId': 30, 'pickTurn': 8}, {'championId': 24, 'pickTurn': 9}, {'championId': 523, 'pickTurn': 10}]",4457227431,7,60,30,24,523
0,100,Win,True,True,True,True,True,True,8,1,1,2,0,2,0,"[{'championId': 30, 'pickTurn': 1}, {'championId': -1, 'pickTurn': 2}, {'championId': 432, 'pickTurn': 3}, {'championId': 24, 'pickTurn': 4}, {'championId': -1, 'pickTurn': 5}]",4456963637,30,-1,432,24,-1
1,200,Fail,False,False,False,False,False,False,4,0,0,1,0,0,0,"[{'championId': 30, 'pickTurn': 6}, {'championId': 7, 'pickTurn': 7}, {'championId': 126, 'pickTurn': 8}, {'championId': 246, 'pickTurn': 9}, {'championId': 110, 'pickTurn': 10}]",4456963637,30,7,126,246,110
0,100,Win,True,True,True,False,False,True,7,1,0,2,0,1,0,"[{'championId': 350, 'pickTurn': 1}, {'championId': 81, 'pickTurn': 2}, {'championId': -1, 'pickTurn': 3}, {'championId': 58, 'pickTurn': 4}, {'championId': 142, 'pickTurn': 5}]",4462223279,350,81,-1,58,142
